ETA;SESSO;REGIONE DI NASCITA;RESIDENTI
93;M;Lazio                       ;2
94;M;Lazio                       ;1
96;M;Lazio                       ;1
97;M;Lazio                       ;1
98;M;Lazio                       ;3
0;F;Abruzzo                     ;1
1;F;Abruzzo                     ;2
2;F;Abruzzo                     ;3
3;F;Abruzzo                     ;1
4;F;Abruzzo                     ;3
5;F;Abruzzo                     ;3
6;F;Abruzzo                     ;5
7;F;Abruzzo                     ;2
8;F;Abruzzo                     ;2
11;F;Abruzzo                     ;3
12;F;Abruzzo                     ;1
13;F;Abruzzo                     ;1
14;F;Abruzzo                     ;1
15;F;Abruzzo                     ;1
17;F;Abruzzo                     ;1
19;F;Abruzzo                     ;2
20;F;Abruzzo                     ;1
21;F;Abruzzo                     ;2
22;F;Abruzzo                     ;2
23;F;Abruzzo                     ;1
24;F;Abruzzo                     ;5
25;F;Abruzzo                     ;2
26;F;Abruzzo                     ;4
27;F;Abruzzo                     ;3
28;F;Abruzzo                     ;7
29;F;Abruzzo                     ;3
30;F;Abruzzo                     ;7
31;F;Abruzzo                     ;11
32;F;Abruzzo                     ;10
33;F;Abruzzo                     ;12
34;F;Abruzzo                     ;11
35;F;Abruzzo                     ;14
36;F;Abruzzo                     ;12
37;F;Abruzzo                     ;15
38;F;Abruzzo                     ;10
39;F;Abruzzo                     ;11
40;F;Abruzzo                     ;11
41;F;Abruzzo                     ;5
42;F;Abruzzo                     ;9
43;F;Abruzzo                     ;9
44;F;Abruzzo                     ;5
45;F;Abruzzo                     ;10
46;F;Abruzzo                     ;19
47;F;Abruzzo                     ;14
48;F;Abruzzo                     ;14
49;F;Abruzzo                     ;20
50;F;Abruzzo                     ;18
51;F;Abruzzo                     ;19
52;F;Abruzzo                     ;26
53;F;Abruzzo                     ;13
54;F;Abruzzo                     ;25
55;F;Abruzzo                     ;33
56;F;Abruzzo                     ;32
57;F;Abruzzo                     ;37
58;F;Abruzzo                     ;15
59;F;Abruzzo                     ;34
60;F;Abruzzo                     ;28
61;F;Abruzzo                     ;36
62;F;Abruzzo                     ;39
63;F;Abruzzo                     ;34
64;F;Abruzzo                     ;51
65;F;Abruzzo                     ;42
66;F;Abruzzo                     ;19
67;F;Abruzzo                     ;39
68;F;Abruzzo                     ;48
69;F;Abruzzo                     ;41
70;F;Abruzzo                     ;40
71;F;Abruzzo                     ;39
72;F;Abruzzo                     ;49
73;F;Abruzzo                     ;24
74;F;Abruzzo                     ;37
75;F;Abruzzo                     ;32
76;F;Abruzzo                     ;33
77;F;Abruzzo                     ;28
78;F;Abruzzo                     ;35
79;F;Abruzzo                     ;29
80;F;Abruzzo                     ;27
81;F;Abruzzo                     ;25
82;F;Abruzzo                     ;28
83;F;Abruzzo                     ;26
84;F;Abruzzo                     ;29
85;F;Abruzzo                     ;33
86;F;Abruzzo                     ;16
87;F;Abruzzo                     ;20
88;F;Abruzzo                     ;12
89;F;Abruzzo                     ;14
90;F;Abruzzo                     ;13
91;F;Abruzzo                     ;9
92;F;Abruzzo                     ;3
93;F;Abruzzo                     ;1
94;F;Abruzzo                     ;3
95;F;Abruzzo                     ;2
96;F;Abruzzo                     ;2
97;F;Abruzzo                     ;2
3;M;Abruzzo                     ;3
4;M;Abruzzo                     ;1
5;M;Abruzzo                     ;1
7;M;Abruzzo                     ;1
9;M;Abruzzo                     ;2
10;M;Abruzzo                     ;1
11;M;Abruzzo                     ;1
12;M;Abruzzo                     ;2
13;M;Abruzzo                     ;1
14;M;Abruzzo                     ;4
15;M;Abruzzo                     ;2
16;M;Abruzzo                     ;1
17;M;Abruzzo                     ;1
18;M;Abruzzo                     ;3
19;M;Abruzzo                     ;1
20;M;Abruzzo                     ;2
21;M;Abruzzo                     ;1
22;M;Abruzzo                     ;3
23;M;Abruzzo                     ;3
24;M;Abruzzo                     ;1
25;M;Abruzzo                     ;4
26;M;Abruzzo                     ;1
27;M;Abruzzo                     ;5
28;M;Abruzzo                     ;11
29;M;Abruzzo                     ;9
30;M;Abruzzo                     ;14
31;M;Abruzzo                     ;11
32;M;Abruzzo                     ;7
33;M;Abruzzo                     ;11
34;M;Abruzzo                     ;12
35;M;Abruzzo                     ;11
36;M;Abruzzo                     ;21
37;M;Abruzzo                     ;7
38;M;Abruzzo                     ;16
39;M;Abruzzo                     ;9
40;M;Abruzzo                     ;14
41;M;Abruzzo                     ;11
42;M;Abruzzo                     ;11
43;M;Abruzzo                     ;13
44;M;Abruzzo                     ;16
45;M;Abruzzo                     ;13
46;M;Abruzzo                     ;14
47;M;Abruzzo                     ;9
48;M;Abruzzo                     ;20
49;M;Abruzzo                     ;16
50;M;Abruzzo                     ;13
51;M;Abruzzo                     ;18
52;M;Abruzzo                     ;20
53;M;Abruzzo                     ;17
54;M;Abruzzo                     ;17
55;M;Abruzzo                     ;18
56;M;Abruzzo                     ;23
57;M;Abruzzo                     ;25
58;M;Abruzzo                     ;27
59;M;Abruzzo                     ;45
60;M;Abruzzo                     ;30
61;M;Abruzzo                     ;34
62;M;Abruzzo                     ;29
63;M;Abruzzo                     ;37
64;M;Abruzzo                     ;44
65;M;Abruzzo                     ;43
66;M;Abruzzo                     ;40
67;M;Abruzzo                     ;40
68;M;Abruzzo                     ;36
69;M;Abruzzo                     ;32
70;M;Abruzzo                     ;36
71;M;Abruzzo                     ;36
72;M;Abruzzo                     ;34
73;M;Abruzzo                     ;25
74;M;Abruzzo                     ;39
75;M;Abruzzo                     ;31
76;M;Abruzzo                     ;27
77;M;Abruzzo                     ;35
78;M;Abruzzo                     ;24
79;M;Abruzzo                     ;18
80;M;Abruzzo                     ;18
81;M;Abruzzo                     ;17
82;M;Abruzzo                     ;20
83;M;Abruzzo                     ;19
84;M;Abruzzo                     ;16
85;M;Abruzzo                     ;10
86;M;Abruzzo                     ;9
87;M;Abruzzo                     ;13
88;M;Abruzzo                     ;7
89;M;Abruzzo                     ;1
90;M;Abruzzo                     ;4
91;M;Abruzzo                     ;3
92;M;Abruzzo                     ;2
93;M;Abruzzo                     ;1
94;M;Abruzzo                     ;1
95;M;Abruzzo                     ;1
96;M;Abruzzo                     ;3
97;M;Abruzzo                     ;2
99;M;Abruzzo                     ;1
6;F;Molise                      ;1
9;F;Molise                      ;1
11;F;Molise                      ;2
12;F;Molise                      ;1
13;F;Molise                      ;1
16;F;Molise                      ;1
18;F;Molise                      ;1
19;F;Molise                      ;2
20;F;Molise                      ;1
21;F;Molise                      ;2
22;F;Molise                      ;3
23;F;Molise                      ;1
24;F;Molise                      ;2
25;F;Molise                      ;1
26;F;Molise                      ;3
27;F;Molise                      ;3
28;F;Molise                      ;5
29;F;Molise                      ;2
30;F;Molise                      ;3
31;F;Molise                      ;1
32;F;Molise                      ;4
33;F;Molise                      ;2
34;F;Molise                      ;4
35;F;Molise                      ;4
36;F;Molise                      ;3
37;F;Molise                      ;4
38;F;Molise                      ;4
39;F;Molise                      ;6
40;F;Molise                      ;6
41;F;Molise                      ;9
42;F;Molise                      ;6
43;F;Molise                      ;4
44;F;Molise                      ;7
45;F;Molise                      ;8
46;F;Molise                      ;5
47;F;Molise                      ;10
48;F;Molise                      ;13
49;F;Molise                      ;7
50;F;Molise                      ;6
51;F;Molise                      ;13
52;F;Molise                      ;13
53;F;Molise                      ;14
54;F;Molise                      ;15
55;F;Molise                      ;7
56;F;Molise                      ;16
57;F;Molise                      ;23
58;F;Molise                      ;26
59;F;Molise                      ;28
60;F;Molise                      ;26
61;F;Molise                      ;22
62;F;Molise                      ;17
63;F;Molise                      ;32
64;F;Molise                      ;22
65;F;Molise                      ;25
66;F;Molise                      ;29
67;F;Molise                      ;24
68;F;Molise                      ;23
69;F;Molise                      ;24
70;F;Molise                      ;23
71;F;Molise                      ;38
72;F;Molise                      ;34
73;F;Molise                      ;21
74;F;Molise                      ;25
75;F;Molise                      ;21
76;F;Molise                      ;29
77;F;Molise                      ;25
78;F;Molise                      ;29
79;F;Molise                      ;23
80;F;Molise                      ;20
81;F;Molise                      ;16
82;F;Molise                      ;19
83;F;Molise                      ;26
84;F;Molise                      ;13
85;F;Molise                      ;16
86;F;Molise                      ;13
87;F;Molise                      ;9
88;F;Molise                      ;7
89;F;Molise                      ;5
90;F;Molise                      ;8
91;F;Molise                      ;3
92;F;Molise                      ;2
93;F;Molise                      ;2
94;F;Molise                      ;1
96;F;Molise                      ;1
97;F;Molise                      ;1
99;F;Molise                      ;1
100;F;Molise                      ;1
101;F;Molise                      ;2
5;M;Molise                      ;2
8;M;Molise                      ;1
9;M;Molise                      ;1
13;M;Molise                      ;1
15;M;Molise                      ;2
16;M;Molise                      ;1
17;M;Molise                      ;1
18;M;Molise                      ;2
20;M;Molise                      ;2
21;M;Molise                      ;1
22;M;Molise                      ;1
23;M;Molise                      ;1
24;M;Molise                      ;2
25;M;Molise                      ;1
26;M;Molise                      ;2
27;M;Molise                      ;2
28;M;Molise                      ;3
29;M;Molise                      ;4
30;M;Molise                      ;5
31;M;Molise                      ;6
32;M;Molise                      ;2
33;M;Molise                      ;3
34;M;Molise                      ;4
35;M;Molise                      ;5
36;M;Molise                      ;8
37;M;Molise                      ;3
38;M;Molise                      ;6
39;M;Molise                      ;5
40;M;Molise                      ;6
41;M;Molise                      ;3
42;M;Molise                      ;4
43;M;Molise                      ;5
44;M;Molise                      ;9
45;M;Molise                      ;9
46;M;Molise                      ;10
47;M;Molise                      ;7
48;M;Molise                      ;9
49;M;Molise                      ;11
50;M;Molise                      ;9
51;M;Molise                      ;11
52;M;Molise                      ;8
53;M;Molise                      ;15
54;M;Molise                      ;13
55;M;Molise                      ;15
56;M;Molise                      ;17
57;M;Molise                      ;16
58;M;Molise                      ;15
59;M;Molise                      ;26
60;M;Molise                      ;19
61;M;Molise                      ;26
62;M;Molise                      ;26
63;M;Molise                      ;24
64;M;Molise                      ;33
65;M;Molise                      ;29
66;M;Molise                      ;24
67;M;Molise                      ;18
68;M;Molise                      ;22
