ETA;SESSO;REGIONE DI NASCITA;RESIDENTI
35;F;ESTERO;1
0;F;ESTERO;19
1;F;ESTERO;63
2;F;ESTERO;76
3;F;ESTERO;102
4;F;ESTERO;157
5;F;ESTERO;174
6;F;ESTERO;199
7;F;ESTERO;241
8;F;ESTERO;253
9;F;ESTERO;289
10;F;ESTERO;357
11;F;ESTERO;441
12;F;ESTERO;461
13;F;ESTERO;571
14;F;ESTERO;571
15;F;ESTERO;489
16;F;ESTERO;580
17;F;ESTERO;584
18;F;ESTERO;626
19;F;ESTERO;673
20;F;ESTERO;728
21;F;ESTERO;886
22;F;ESTERO;1001
23;F;ESTERO;1195
24;F;ESTERO;1387
25;F;ESTERO;1493
26;F;ESTERO;1559
27;F;ESTERO;1691
28;F;ESTERO;1787
29;F;ESTERO;1897
30;F;ESTERO;1937
31;F;ESTERO;2069
32;F;ESTERO;2070
33;F;ESTERO;2134
34;F;ESTERO;2055
35;F;ESTERO;2123
36;F;ESTERO;2124
37;F;ESTERO;2043
38;F;ESTERO;1924
39;F;ESTERO;1926
40;F;ESTERO;1917
41;F;ESTERO;1925
42;F;ESTERO;1824
43;F;ESTERO;1844
44;F;ESTERO;1844
45;F;ESTERO;1412
46;F;ESTERO;1425
47;F;ESTERO;1386
48;F;ESTERO;1402
49;F;ESTERO;1278
50;F;ESTERO;1168
51;F;ESTERO;1195
52;F;ESTERO;1147
53;F;ESTERO;997
54;F;ESTERO;913
55;F;ESTERO;894
56;F;ESTERO;736
57;F;ESTERO;744
58;F;ESTERO;687
59;F;ESTERO;592
60;F;ESTERO;498
61;F;ESTERO;546
62;F;ESTERO;448
63;F;ESTERO;389
64;F;ESTERO;333
65;F;ESTERO;320
66;F;ESTERO;275
67;F;ESTERO;313
68;F;ESTERO;313
69;F;ESTERO;335
70;F;ESTERO;284
71;F;ESTERO;345
72;F;ESTERO;306
73;F;ESTERO;300
74;F;ESTERO;283
75;F;ESTERO;266
76;F;ESTERO;227
77;F;ESTERO;244
78;F;ESTERO;218
79;F;ESTERO;206
80;F;ESTERO;204
81;F;ESTERO;206
82;F;ESTERO;153
83;F;ESTERO;173
84;F;ESTERO;139
85;F;ESTERO;132
86;F;ESTERO;159
87;F;ESTERO;102
88;F;ESTERO;95
89;F;ESTERO;95
90;F;ESTERO;76
91;F;ESTERO;62
92;F;ESTERO;39
93;F;ESTERO;24
94;F;ESTERO;23
95;F;ESTERO;11
96;F;ESTERO;13
97;F;ESTERO;13
98;F;ESTERO;15
99;F;ESTERO;7
100;F;ESTERO;3
101;F;ESTERO;10
102;F;ESTERO;1
103;F;ESTERO;2
106;F;ESTERO;2
0;M;ESTERO;26
1;M;ESTERO;64
2;M;ESTERO;102
3;M;ESTERO;133
4;M;ESTERO;147
5;M;ESTERO;199
6;M;ESTERO;222
7;M;ESTERO;267
8;M;ESTERO;255
9;M;ESTERO;306
10;M;ESTERO;366
11;M;ESTERO;452
12;M;ESTERO;482
13;M;ESTERO;585
14;M;ESTERO;550
15;M;ESTERO;567
16;M;ESTERO;597
17;M;ESTERO;733
18;M;ESTERO;688
19;M;ESTERO;802
20;M;ESTERO;828
21;M;ESTERO;944
22;M;ESTERO;1071
23;M;ESTERO;1171
24;M;ESTERO;1274
25;M;ESTERO;1410
26;M;ESTERO;1417
27;M;ESTERO;1467
28;M;ESTERO;1604
29;M;ESTERO;1685
30;M;ESTERO;1739
31;M;ESTERO;1927
32;M;ESTERO;1937
33;M;ESTERO;2007
34;M;ESTERO;1901
35;M;ESTERO;1939
36;M;ESTERO;1906
37;M;ESTERO;1920
38;M;ESTERO;1748
39;M;ESTERO;1822
40;M;ESTERO;1673
41;M;ESTERO;1839
42;M;ESTERO;1722
43;M;ESTERO;1773
44;M;ESTERO;1639
45;M;ESTERO;1424
46;M;ESTERO;1358
47;M;ESTERO;1232
48;M;ESTERO;1221
49;M;ESTERO;1138
50;M;ESTERO;1056
51;M;ESTERO;1016
52;M;ESTERO;929
53;M;ESTERO;845
54;M;ESTERO;704
55;M;ESTERO;685
56;M;ESTERO;628
57;M;ESTERO;495
58;M;ESTERO;417
59;M;ESTERO;361
60;M;ESTERO;342
61;M;ESTERO;342
62;M;ESTERO;268
63;M;ESTERO;241
64;M;ESTERO;227
65;M;ESTERO;210
66;M;ESTERO;177
67;M;ESTERO;156
68;M;ESTERO;177
69;M;ESTERO;173
70;M;ESTERO;169
71;M;ESTERO;227
72;M;ESTERO;212
73;M;ESTERO;189
74;M;ESTERO;164
75;M;ESTERO;166
76;M;ESTERO;166
77;M;ESTERO;140
78;M;ESTERO;141
79;M;ESTERO;140
80;M;ESTERO;133
81;M;ESTERO;126
82;M;ESTERO;105
83;M;ESTERO;82
84;M;ESTERO;71
85;M;ESTERO;65
86;M;ESTERO;59
87;M;ESTERO;37
88;M;ESTERO;40
89;M;ESTERO;32
90;M;ESTERO;27
91;M;ESTERO;27
92;M;ESTERO;10
93;M;ESTERO;7
94;M;ESTERO;4
95;M;ESTERO;3
96;M;ESTERO;7
97;M;ESTERO;4
99;M;ESTERO;3
100;M;ESTERO;1
101;M;ESTERO;1
104;M;ESTERO;1
0;F;Piemonte                    ;3637
1;F;Piemonte                    ;3715
2;F;Piemonte                    ;3769
3;F;Piemonte                    ;3692
4;F;Piemonte                    ;3549
5;F;Piemonte                    ;3407
6;F;Piemonte                    ;3305
7;F;Piemonte                    ;3127
8;F;Piemonte                    ;3218
9;F;Piemonte                    ;3073
10;F;Piemonte                    ;3001
11;F;Piemonte                    ;2913
12;F;Piemonte                    ;2725
13;F;Piemonte                    ;2759
14;F;Piemonte                    ;2679
15;F;Piemonte                    ;2655
16;F;Piemonte                    ;2530
17;F;Piemonte                    ;2543
18;F;Piemonte                    ;2623
19;F;Piemonte                    ;2607
20;F;Piemonte                    ;2638
21;F;Piemonte                    ;2725
22;F;Piemonte                    ;2680
23;F;Piemonte                    ;2559
24;F;Piemonte                    ;2579
25;F;Piemonte                    ;2599
26;F;Piemonte                    ;2691
27;F;Piemonte                    ;2682
28;F;Piemonte                    ;2742
29;F;Piemonte                    ;2902
30;F;Piemonte                    ;2855
31;F;Piemonte                    ;2884
32;F;Piemonte                    ;3029
33;F;Piemonte                    ;3283
34;F;Piemonte                    ;3624
35;F;Piemonte                    ;3766
36;F;Piemonte                    ;4035
37;F;Piemonte                    ;4350
38;F;Piemonte                    ;4380
39;F;Piemonte                    ;4382
40;F;Piemonte                    ;4549
41;F;Piemonte                    ;4434
42;F;Piemonte                    ;4472
43;F;Piemonte                    ;4358
44;F;Piemonte                    ;4179
45;F;Piemonte                    ;4278
46;F;Piemonte                    ;3997
47;F;Piemonte                    ;4209
48;F;Piemonte                    ;3849
49;F;Piemonte                    ;3558
50;F;Piemonte                    ;3319
51;F;Piemonte                    ;2923
52;F;Piemonte                    ;2803
53;F;Piemonte                    ;2715
54;F;Piemonte                    ;2737
55;F;Piemonte                    ;2483
56;F;Piemonte                    ;2267
57;F;Piemonte                    ;2147
58;F;Piemonte                    ;2079
59;F;Piemonte                    ;2077
60;F;Piemonte                    ;2004
61;F;Piemonte                    ;2052
62;F;Piemonte                    ;2038
63;F;Piemonte                    ;2246
64;F;Piemonte                    ;2415
65;F;Piemonte                    ;2552
66;F;Piemonte                    ;1735
67;F;Piemonte                    ;2081
68;F;Piemonte                    ;1996
69;F;Piemonte                    ;2289
70;F;Piemonte                    ;2440
71;F;Piemonte                    ;2589
72;F;Piemonte                    ;2783
73;F;Piemonte                    ;2843
74;F;Piemonte                    ;2601
75;F;Piemonte                    ;2469
76;F;Piemonte                    ;2546
77;F;Piemonte                    ;2393
78;F;Piemonte                    ;2239
79;F;Piemonte                    ;2354
80;F;Piemonte                    ;2452
81;F;Piemonte                    ;2520
82;F;Piemonte                    ;2191
83;F;Piemonte                    ;2000
84;F;Piemonte                    ;1849
85;F;Piemonte                    ;1611
86;F;Piemonte                    ;1436
87;F;Piemonte                    ;1253
88;F;Piemonte                    ;1171
89;F;Piemonte                    ;1089
90;F;Piemonte                    ;1006
91;F;Piemonte                    ;743
92;F;Piemonte                    ;383
93;F;Piemonte                    ;255
94;F;Piemonte                    ;242
95;F;Piemonte                    ;222
96;F;Piemonte                    ;208
97;F;Piemonte                    ;153
98;F;Piemonte                    ;117
99;F;Piemonte                    ;90
100;F;Piemonte                    ;55
101;F;Piemonte                    ;37
102;F;Piemonte                    ;9
103;F;Piemonte                    ;9
104;F;Piemonte                    ;6
105;F;Piemonte                    ;3
107;F;Piemonte                    ;1
108;F;Piemonte                    ;1
0;M;Piemonte                    ;3814
1;M;Piemonte                    ;3989
2;M;Piemonte                    ;4068
3;M;Piemonte                    ;3919
4;M;Piemonte                    ;3807
5;M;Piemonte                    ;3639
6;M;Piemonte                    ;3563
7;M;Piemonte                    ;3427
8;M;Piemonte                    ;3302
9;M;Piemonte                    ;3242
10;M;Piemonte                    ;3074
11;M;Piemonte                    ;3127
12;M;Piemonte                    ;3029
13;M;Piemonte                    ;2820
14;M;Piemonte                    ;2764
15;M;Piemonte                    ;2717
16;M;Piemonte                    ;2737
17;M;Piemonte                    ;2721
18;M;Piemonte                    ;2745
19;M;Piemonte                    ;2866
20;M;Piemonte                    ;2779
21;M;Piemonte                    ;2823
22;M;Piemonte                    ;2777
23;M;Piemonte                    ;2875
24;M;Piemonte                    ;2616
25;M;Piemonte                    ;2762
26;M;Piemonte                    ;2826
27;M;Piemonte                    ;2791
28;M;Piemonte                    ;2976
29;M;Piemonte                    ;3038
30;M;Piemonte                    ;2922
31;M;Piemonte                    ;2980
32;M;Piemonte                    ;3253
33;M;Piemonte                    ;3485
34;M;Piemonte                    ;3681
35;M;Piemonte                    ;3939
36;M;Piemonte                    ;4333
37;M;Piemonte                    ;4643
38;M;Piemonte                    ;4625
39;M;Piemonte                    ;4668
40;M;Piemonte                    ;4769
41;M;Piemonte                    ;4495
42;M;Piemonte                    ;4494
43;M;Piemonte                    ;4356
44;M;Piemonte                    ;4159
45;M;Piemonte                    ;4151
46;M;Piemonte                    ;4054
47;M;Piemonte                    ;4143
48;M;Piemonte                    ;3844
49;M;Piemonte                    ;3389
50;M;Piemonte                    ;3163
51;M;Piemonte                    ;2879
52;M;Piemonte                    ;2757
53;M;Piemonte                    ;2657
54;M;Piemonte                    ;2555
55;M;Piemonte                    ;2394
56;M;Piemonte                    ;2146
57;M;Piemonte                    ;2057
58;M;Piemonte                    ;1902
59;M;Piemonte                    ;1854
60;M;Piemonte                    ;1783
61;M;Piemonte                    ;1792
62;M;Piemonte                    ;1787
63;M;Piemonte                    ;2035
64;M;Piemonte                    ;2110
65;M;Piemonte                    ;2168
66;M;Piemonte                    ;1486
67;M;Piemonte                    ;1767
68;M;Piemonte                    ;1654
69;M;Piemonte                    ;1918
70;M;Piemonte                    ;1894
71;M;Piemonte                    ;2063
72;M;Piemonte                    ;2182
73;M;Piemonte                    ;2225
74;M;Piemonte                    ;1941
75;M;Piemonte                    ;1719
76;M;Piemonte                    ;1776
77;M;Piemonte                    ;1553
78;M;Piemonte                    ;1508
79;M;Piemonte                    ;1544
80;M;Piemonte                    ;1442
81;M;Piemonte                    ;1517
82;M;Piemonte                    ;1293
83;M;Piemonte                    ;1118
84;M;Piemonte                    ;994
85;M;Piemonte                    ;824
86;M;Piemonte                    ;620
87;M;Piemonte                    ;553
88;M;Piemonte                    ;499
89;M;Piemonte                    ;401
90;M;Piemonte                    ;373
91;M;Piemonte                    ;264
92;M;Piemonte                    ;107
93;M;Piemonte                    ;77
94;M;Piemonte                    ;59
95;M;Piemonte                    ;50
96;M;Piemonte                    ;47
97;M;Piemonte                    ;33
98;M;Piemonte                    ;32
99;M;Piemonte                    ;9
100;M;Piemonte                    ;8
101;M;Piemonte                    ;1
103;M;Piemonte                    ;2
104;M;Piemonte                    ;1
1;F;Valle D'Aosta/Vallee D'Aoste;3
3;F;Valle D'Aosta/Vallee D'Aoste;2
4;F;Valle D'Aosta/Vallee D'Aoste;2
5;F;Valle D'Aosta/Vallee D'Aoste;3
6;F;Valle D'Aosta/Vallee D'Aoste;2
7;F;Valle D'Aosta/Vallee D'Aoste;1
8;F;Valle D'Aosta/Vallee D'Aoste;2
10;F;Valle D'Aosta/Vallee D'Aoste;1
12;F;Valle D'Aosta/Vallee D'Aoste;3
13;F;Valle D'Aosta/Vallee D'Aoste;1
14;F;Valle D'Aosta/Vallee D'Aoste;1
15;F;Valle D'Aosta/Vallee D'Aoste;2
16;F;Valle D'Aosta/Vallee D'Aoste;1
19;F;Valle D'Aosta/Vallee D'Aoste;1
20;F;Valle D'Aosta/Vallee D'Aoste;5
21;F;Valle D'Aosta/Vallee D'Aoste;2
22;F;Valle D'Aosta/Vallee D'Aoste;1
23;F;Valle D'Aosta/Vallee D'Aoste;5
24;F;Valle D'Aosta/Vallee D'Aoste;7
25;F;Valle D'Aosta/Vallee D'Aoste;2
26;F;Valle D'Aosta/Vallee D'Aoste;2
27;F;Valle D'Aosta/Vallee D'Aoste;1
28;F;Valle D'Aosta/Vallee D'Aoste;2
29;F;Valle D'Aosta/Vallee D'Aoste;4
30;F;Valle D'Aosta/Vallee D'Aoste;8
31;F;Valle D'Aosta/Vallee D'Aoste;2
32;F;Valle D'Aosta/Vallee D'Aoste;4
33;F;Valle D'Aosta/Vallee D'Aoste;4
34;F;Valle D'Aosta/Vallee D'Aoste;4
35;F;Valle D'Aosta/Vallee D'Aoste;5
36;F;Valle D'Aosta/Vallee D'Aoste;4
37;F;Valle D'Aosta/Vallee D'Aoste;9
38;F;Valle D'Aosta/Vallee D'Aoste;10
39;F;Valle D'Aosta/Vallee D'Aoste;5
40;F;Valle D'Aosta/Vallee D'Aoste;13
41;F;Valle D'Aosta/Vallee D'Aoste;5
42;F;Valle D'Aosta/Vallee D'Aoste;7
43;F;Valle D'Aosta/Vallee D'Aoste;4
44;F;Valle D'Aosta/Vallee D'Aoste;10
45;F;Valle D'Aosta/Vallee D'Aoste;9
46;F;Valle D'Aosta/Vallee D'Aoste;9
47;F;Valle D'Aosta/Vallee D'Aoste;3
48;F;Valle D'Aosta/Vallee D'Aoste;10
49;F;Valle D'Aosta/Vallee D'Aoste;7
50;F;Valle D'Aosta/Vallee D'Aoste;6
51;F;Valle D'Aosta/Vallee D'Aoste;8
52;F;Valle D'Aosta/Vallee D'Aoste;9
53;F;Valle D'Aosta/Vallee D'Aoste;6
54;F;Valle D'Aosta/Vallee D'Aoste;2
55;F;Valle D'Aosta/Vallee D'Aoste;9
56;F;Valle D'Aosta/Vallee D'Aoste;8
57;F;Valle D'Aosta/Vallee D'Aoste;15
58;F;Valle D'Aosta/Vallee D'Aoste;13
59;F;Valle D'Aosta/Vallee D'Aoste;7
60;F;Valle D'Aosta/Vallee D'Aoste;7
61;F;Valle D'Aosta/Vallee D'Aoste;9
62;F;Valle D'Aosta/Vallee D'Aoste;17
63;F;Valle D'Aosta/Vallee D'Aoste;7
64;F;Valle D'Aosta/Vallee D'Aoste;15
65;F;Valle D'Aosta/Vallee D'Aoste;14
66;F;Valle D'Aosta/Vallee D'Aoste;20
67;F;Valle D'Aosta/Vallee D'Aoste;27
68;F;Valle D'Aosta/Vallee D'Aoste;15
69;F;Valle D'Aosta/Vallee D'Aoste;19
70;F;Valle D'Aosta/Vallee D'Aoste;17
71;F;Valle D'Aosta/Vallee D'Aoste;20
72;F;Valle D'Aosta/Vallee D'Aoste;18
73;F;Valle D'Aosta/Vallee D'Aoste;18
74;F;Valle D'Aosta/Vallee D'Aoste;19
75;F;Valle D'Aosta/Vallee D'Aoste;11
76;F;Valle D'Aosta/Vallee D'Aoste;12
77;F;Valle D'Aosta/Vallee D'Aoste;11
78;F;Valle D'Aosta/Vallee D'Aoste;9
79;F;Valle D'Aosta/Vallee D'Aoste;10
80;F;Valle D'Aosta/Vallee D'Aoste;9
81;F;Valle D'Aosta/Vallee D'Aoste;9
82;F;Valle D'Aosta/Vallee D'Aoste;11
83;F;Valle D'Aosta/Vallee D'Aoste;8
84;F;Valle D'Aosta/Vallee D'Aoste;9
85;F;Valle D'Aosta/Vallee D'Aoste;4
86;F;Valle D'Aosta/Vallee D'Aoste;4
87;F;Valle D'Aosta/Vallee D'Aoste;5
88;F;Valle D'Aosta/Vallee D'Aoste;4
89;F;Valle D'Aosta/Vallee D'Aoste;4
90;F;Valle D'Aosta/Vallee D'Aoste;11
91;F;Valle D'Aosta/Vallee D'Aoste;1
92;F;Valle D'Aosta/Vallee D'Aoste;4
93;F;Valle D'Aosta/Vallee D'Aoste;2
97;F;Valle D'Aosta/Vallee D'Aoste;2
1;M;Valle D'Aosta/Vallee D'Aoste;3
2;M;Valle D'Aosta/Vallee D'Aoste;1
3;M;Valle D'Aosta/Vallee D'Aoste;2
4;M;Valle D'Aosta/Vallee D'Aoste;2
5;M;Valle D'Aosta/Vallee D'Aoste;3
6;M;Valle D'Aosta/Vallee D'Aoste;2
7;M;Valle D'Aosta/Vallee D'Aoste;3
8;M;Valle D'Aosta/Vallee D'Aoste;3
9;M;Valle D'Aosta/Vallee D'Aoste;3
11;M;Valle D'Aosta/Vallee D'Aoste;3
13;M;Valle D'Aosta/Vallee D'Aoste;1
14;M;Valle D'Aosta/Vallee D'Aoste;1
15;M;Valle D'Aosta/Vallee D'Aoste;4
16;M;Valle D'Aosta/Vallee D'Aoste;2
17;M;Valle D'Aosta/Vallee D'Aoste;2
19;M;Valle D'Aosta/Vallee D'Aoste;2
20;M;Valle D'Aosta/Vallee D'Aoste;1
21;M;Valle D'Aosta/Vallee D'Aoste;2
22;M;Valle D'Aosta/Vallee D'Aoste;2
23;M;Valle D'Aosta/Vallee D'Aoste;3
24;M;Valle D'Aosta/Vallee D'Aoste;2
25;M;Valle D'Aosta/Vallee D'Aoste;3
26;M;Valle D'Aosta/Vallee D'Aoste;1
27;M;Valle D'Aosta/Vallee D'Aoste;3
28;M;Valle D'Aosta/Vallee D'Aoste;5
29;M;Valle D'Aosta/Vallee D'Aoste;6
30;M;Valle D'Aosta/Vallee D'Aoste;4
31;M;Valle D'Aosta/Vallee D'Aoste;4
32;M;Valle D'Aosta/Vallee D'Aoste;3
33;M;Valle D'Aosta/Vallee D'Aoste;2
34;M;Valle D'Aosta/Vallee D'Aoste;3
35;M;Valle D'Aosta/Vallee D'Aoste;2
36;M;Valle D'Aosta/Vallee D'Aoste;7
37;M;Valle D'Aosta/Vallee D'Aoste;8
38;M;Valle D'Aosta/Vallee D'Aoste;6
39;M;Valle D'Aosta/Vallee D'Aoste;8
40;M;Valle D'Aosta/Vallee D'Aoste;2
41;M;Valle D'Aosta/Vallee D'Aoste;9
42;M;Valle D'Aosta/Vallee D'Aoste;9
43;M;Valle D'Aosta/Vallee D'Aoste;7
44;M;Valle D'Aosta/Vallee D'Aoste;3
45;M;Valle D'Aosta/Vallee D'Aoste;8
46;M;Valle D'Aosta/Vallee D'Aoste;2
47;M;Valle D'Aosta/Vallee D'Aoste;9
48;M;Valle D'Aosta/Vallee D'Aoste;9
49;M;Valle D'Aosta/Vallee D'Aoste;8
50;M;Valle D'Aosta/Vallee D'Aoste;5
51;M;Valle D'Aosta/Vallee D'Aoste;3
52;M;Valle D'Aosta/Vallee D'Aoste;10
53;M;Valle D'Aosta/Vallee D'Aoste;2
54;M;Valle D'Aosta/Vallee D'Aoste;8
55;M;Valle D'Aosta/Vallee D'Aoste;8
56;M;Valle D'Aosta/Vallee D'Aoste;4
57;M;Valle D'Aosta/Vallee D'Aoste;6
58;M;Valle D'Aosta/Vallee D'Aoste;8
59;M;Valle D'Aosta/Vallee D'Aoste;11
60;M;Valle D'Aosta/Vallee D'Aoste;9
61;M;Valle D'Aosta/Vallee D'Aoste;8
62;M;Valle D'Aosta/Vallee D'Aoste;7
63;M;Valle D'Aosta/Vallee D'Aoste;8
64;M;Valle D'Aosta/Vallee D'Aoste;6
65;M;Valle D'Aosta/Vallee D'Aoste;9
66;M;Valle D'Aosta/Vallee D'Aoste;7
67;M;Valle D'Aosta/Vallee D'Aoste;11
68;M;Valle D'Aosta/Vallee D'Aoste;13
69;M;Valle D'Aosta/Vallee D'Aoste;15
70;M;Valle D'Aosta/Vallee D'Aoste;5
71;M;Valle D'Aosta/Vallee D'Aoste;8
72;M;Valle D'Aosta/Vallee D'Aoste;10
73;M;Valle D'Aosta/Vallee D'Aoste;8
74;M;Valle D'Aosta/Vallee D'Aoste;6
75;M;Valle D'Aosta/Vallee D'Aoste;7
76;M;Valle D'Aosta/Vallee D'Aoste;5
77;M;Valle D'Aosta/Vallee D'Aoste;8
78;M;Valle D'Aosta/Vallee D'Aoste;2
79;M;Valle D'Aosta/Vallee D'Aoste;3
80;M;Valle D'Aosta/Vallee D'Aoste;3
81;M;Valle D'Aosta/Vallee D'Aoste;5
82;M;Valle D'Aosta/Vallee D'Aoste;2
83;M;Valle D'Aosta/Vallee D'Aoste;1
84;M;Valle D'Aosta/Vallee D'Aoste;3
85;M;Valle D'Aosta/Vallee D'Aoste;2
86;M;Valle D'Aosta/Vallee D'Aoste;3
87;M;Valle D'Aosta/Vallee D'Aoste;4
88;M;Valle D'Aosta/Vallee D'Aoste;1
91;M;Valle D'Aosta/Vallee D'Aoste;1
0;F;Lombardia                   ;15
1;F;Lombardia                   ;14
2;F;Lombardia                   ;20
3;F;Lombardia                   ;18
4;F;Lombardia                   ;17
5;F;Lombardia                   ;18
6;F;Lombardia                   ;16
7;F;Lombardia                   ;20
8;F;Lombardia                   ;10
9;F;Lombardia                   ;16
10;F;Lombardia                   ;21
11;F;Lombardia                   ;22
12;F;Lombardia                   ;12
13;F;Lombardia                   ;21
14;F;Lombardia                   ;17
15;F;Lombardia                   ;12
16;F;Lombardia                   ;17
17;F;Lombardia                   ;11
18;F;Lombardia                   ;8
19;F;Lombardia                   ;16
20;F;Lombardia                   ;17
21;F;Lombardia                   ;20
22;F;Lombardia                   ;22
23;F;Lombardia                   ;17
24;F;Lombardia                   ;15
25;F;Lombardia                   ;16
26;F;Lombardia                   ;33
27;F;Lombardia                   ;32
28;F;Lombardia                   ;32
29;F;Lombardia                   ;41
30;F;Lombardia                   ;47
31;F;Lombardia                   ;48
32;F;Lombardia                   ;61
33;F;Lombardia                   ;55
34;F;Lombardia                   ;64
35;F;Lombardia                   ;75
36;F;Lombardia                   ;73
37;F;Lombardia                   ;95
38;F;Lombardia                   ;103
39;F;Lombardia                   ;97
40;F;Lombardia                   ;88
41;F;Lombardia                   ;94
42;F;Lombardia                   ;75
43;F;Lombardia                   ;100
44;F;Lombardia                   ;98
45;F;Lombardia                   ;120
46;F;Lombardia                   ;132
47;F;Lombardia                   ;109
48;F;Lombardia                   ;92
49;F;Lombardia                   ;98
50;F;Lombardia                   ;103
51;F;Lombardia                   ;87
52;F;Lombardia                   ;73
53;F;Lombardia                   ;86
54;F;Lombardia                   ;73
55;F;Lombardia                   ;78
56;F;Lombardia                   ;77
57;F;Lombardia                   ;75
58;F;Lombardia                   ;90
59;F;Lombardia                   ;70
60;F;Lombardia                   ;104
61;F;Lombardia                   ;97
62;F;Lombardia                   ;83
63;F;Lombardia                   ;103
64;F;Lombardia                   ;114
65;F;Lombardia                   ;113
66;F;Lombardia                   ;99
67;F;Lombardia                   ;122
68;F;Lombardia                   ;124
69;F;Lombardia                   ;101
70;F;Lombardia                   ;128
71;F;Lombardia                   ;135
72;F;Lombardia                   ;149
73;F;Lombardia                   ;145
74;F;Lombardia                   ;131
75;F;Lombardia                   ;131
76;F;Lombardia                   ;134
77;F;Lombardia                   ;123
78;F;Lombardia                   ;144
79;F;Lombardia                   ;132
80;F;Lombardia                   ;139
81;F;Lombardia                   ;118
82;F;Lombardia                   ;125
83;F;Lombardia                   ;118
84;F;Lombardia                   ;123
85;F;Lombardia                   ;108
86;F;Lombardia                   ;98
87;F;Lombardia                   ;88
88;F;Lombardia                   ;91
89;F;Lombardia                   ;70
90;F;Lombardia                   ;57
91;F;Lombardia                   ;44
92;F;Lombardia                   ;28
93;F;Lombardia                   ;20
94;F;Lombardia                   ;18
95;F;Lombardia                   ;15
96;F;Lombardia                   ;25
97;F;Lombardia                   ;13
98;F;Lombardia                   ;10
99;F;Lombardia                   ;5
100;F;Lombardia                   ;6
101;F;Lombardia                   ;5
102;F;Lombardia                   ;4
103;F;Lombardia                   ;1
104;F;Lombardia                   ;2
107;F;Lombardia                   ;1
0;M;Lombardia                   ;10
1;M;Lombardia                   ;15
2;M;Lombardia                   ;15
3;M;Lombardia                   ;21
4;M;Lombardia                   ;24
5;M;Lombardia                   ;20
6;M;Lombardia                   ;28
7;M;Lombardia                   ;20
8;M;Lombardia                   ;32
9;M;Lombardia                   ;28
10;M;Lombardia                   ;21
11;M;Lombardia                   ;22
12;M;Lombardia                   ;32
13;M;Lombardia                   ;15
14;M;Lombardia                   ;20
15;M;Lombardia                   ;23
16;M;Lombardia                   ;18
17;M;Lombardia                   ;28
18;M;Lombardia                   ;11
19;M;Lombardia                   ;26
20;M;Lombardia                   ;18
21;M;Lombardia                   ;15
22;M;Lombardia                   ;16
23;M;Lombardia                   ;11
24;M;Lombardia                   ;18
25;M;Lombardia                   ;22
26;M;Lombardia                   ;21
27;M;Lombardia                   ;32
28;M;Lombardia                   ;33
29;M;Lombardia                   ;37
30;M;Lombardia                   ;33
31;M;Lombardia                   ;43
32;M;Lombardia                   ;40
33;M;Lombardia                   ;45
34;M;Lombardia                   ;53
35;M;Lombardia                   ;43
36;M;Lombardia                   ;50
37;M;Lombardia                   ;49
38;M;Lombardia                   ;66
39;M;Lombardia                   ;78
40;M;Lombardia                   ;70
41;M;Lombardia                   ;87
42;M;Lombardia                   ;68
43;M;Lombardia                   ;81
44;M;Lombardia                   ;92
45;M;Lombardia                   ;85
46;M;Lombardia                   ;92
47;M;Lombardia                   ;88
48;M;Lombardia                   ;95
49;M;Lombardia                   ;72
50;M;Lombardia                   ;64
51;M;Lombardia                   ;93
52;M;Lombardia                   ;66
53;M;Lombardia                   ;84
54;M;Lombardia                   ;76
55;M;Lombardia                   ;72
56;M;Lombardia                   ;61
57;M;Lombardia                   ;57
58;M;Lombardia                   ;73
59;M;Lombardia                   ;70
60;M;Lombardia                   ;69
61;M;Lombardia                   ;52
62;M;Lombardia                   ;75
63;M;Lombardia                   ;68
64;M;Lombardia                   ;80
65;M;Lombardia                   ;90
66;M;Lombardia                   ;71
67;M;Lombardia                   ;74
68;M;Lombardia                   ;81
69;M;Lombardia                   ;58
70;M;Lombardia                   ;67
71;M;Lombardia                   ;100
72;M;Lombardia                   ;87
73;M;Lombardia                   ;79
74;M;Lombardia                   ;75
75;M;Lombardia                   ;80
76;M;Lombardia                   ;63
77;M;Lombardia                   ;65
78;M;Lombardia                   ;58
79;M;Lombardia                   ;59
80;M;Lombardia                   ;69
81;M;Lombardia                   ;68
82;M;Lombardia                   ;60
83;M;Lombardia                   ;67
84;M;Lombardia                   ;48
85;M;Lombardia                   ;45
86;M;Lombardia                   ;46
87;M;Lombardia                   ;25
88;M;Lombardia                   ;24
89;M;Lombardia                   ;13
90;M;Lombardia                   ;24
91;M;Lombardia                   ;17
92;M;Lombardia                   ;4
93;M;Lombardia                   ;3
94;M;Lombardia                   ;3
95;M;Lombardia                   ;2
96;M;Lombardia                   ;8
97;M;Lombardia                   ;2
98;M;Lombardia                   ;1
100;M;Lombardia                   ;1
0;F;Trentino-Alto Adige/Sudtirol;1
1;F;Trentino-Alto Adige/Sudtirol;1
2;F;Trentino-Alto Adige/Sudtirol;1
5;F;Trentino-Alto Adige/Sudtirol;1
7;F;Trentino-Alto Adige/Sudtirol;1
8;F;Trentino-Alto Adige/Sudtirol;2
9;F;Trentino-Alto Adige/Sudtirol;1
11;F;Trentino-Alto Adige/Sudtirol;2
12;F;Trentino-Alto Adige/Sudtirol;1
